Model	Tumor Type	Treatment	Volume (mm3)	body weight (g)	Days Post T0	% TVol Difference	% BW Difference
X-1008	BRCA	BYL719 + LEE011	213	29	0	0	0
X-1008	BRCA	BYL719 + LEE011	175	29.1	4	-17.8	0.3
X-1008	BRCA	BYL719 + LEE011	181.5	28.6	8	-14.8	-1.4
X-1008	BRCA	BYL719 + LEE011	138.8	29.5	11	-34.8	1.7
X-1008	BRCA	BYL719 + LEE011	140.5	29.2	15	-34	0.7
X-1008	BRCA	BYL719 + LEE011	155.1	29.1	25	-27.2	0.3
X-1008	BRCA	BYL719 + LEE011	147.6	29	29	-30.7	0
X-1008	BRCA	BYL719 + LEE011	142.8	29.2	32	-33	0.7
X-1008	BRCA	BYL719 + LEE011	164.9	29.3	36	-22.6	1
X-1008	BRCA	BYL719 + LEE011	163.6	29.8	39	-23.2	2.8
X-1008	BRCA	BYL719 + LEE011	136.6	29.8	43	-35.9	2.8
X-1008	BRCA	BYL719 + LEE011	139	29.2	46	-34.7	0.7
X-1008	BRCA	BYL719 + LEE011	143.8	30.1	49	-32.5	3.8
X-1008	BRCA	BYL719 + LEE011	145.7	29.5	53	-31.6	1.7
X-1008	BRCA	BYL719 + LEE011	153.9	29.4	56	-27.7	1.4
X-1008	BRCA	BYL719 + LEE011	158.8	28.6	60	-25.4	-1.4
X-1008	BRCA	BYL719 + LEE011	167.8	29.7	63	-21.2	2.4
X-1008	BRCA	BYL719 + LEE011	196.4	28.1	67	-7.8	-3.1
X-1008	BRCA	BYL719 + LEE011	193	30	71	-9.4	3.4
X-1008	BRCA	BYL719 + LEE011	174.3	26.5	74	-18.2	-8.6
X-1008	BRCA	BYL719 + LEE011	192.9	28.2	78	-9.4	-2.8
X-1008	BRCA	BYL719 + LEE011	203.8	27.8	81	-4.3	-4.1
X-1008	BRCA	BYL719 + LEE011	192.1	25.3	85	-9.8	-12.8
X-1008	BRCA	BYL719 + LEE011	220.4	31	88	3.5	6.9
X-1008	BRCA	BYL719 + LEE011	192.3	28	92	-9.7	-3.4
X-1008	BRCA	BYL719 + LEE011	181.1	28.1	95	-15	-3.1
X-1008	BRCA	CGM097	205.2	26.4	0	0	0
X-1008	BRCA	CGM097	232.7	28.2	3	13.4	6.8
X-1008	BRCA	CGM097	292	28.5	6	42.3	8
X-1008	BRCA	CGM097	440.5	29.4	11	114.7	11.4
X-1008	BRCA	CGM097	479.8	29.6	14	133.8	12.1
X-1008	BRCA	CGM097	558.1	30.7	17	172	16.3
X-1008	BRCA	CGM097	626	30.1	21	205.1	14
X-1008	BRCA	CGM097	711.2	29.3	24	246.6	11
X-1008	BRCA	CGM097	806.9	29.9	28	293.2	13.3
X-1008	BRCA	CGM097	763.5	31.9	31	272.1	20.8
X-1008	BRCA	CGM097	1030.9	30.7	35	402.4	16.3
X-1008	BRCA	CGM097	1008.8	30.9	38	391.6	17
X-1008	BRCA	CLR457	204.2	26.9	0	0	0
X-1008	BRCA	CLR457	185.6	27.2	3	-9.1	1.1
X-1008	BRCA	CLR457	180.9	27	7	-11.4	0.4
X-1008	BRCA	CLR457	200.5	27.2	10	-1.8	1.1
X-1008	BRCA	CLR457	173.5	27.6	14	-15	2.6
X-1008	BRCA	CLR457	228.8	27.3	17	12	1.5
X-1008	BRCA	CLR457	236.7	27.6	21	15.9	2.6
X-1008	BRCA	CLR457	260.1	28.5	24	27.4	5.9
X-1008	BRCA	CLR457	277.9	28	28	36.1	4.1
X-1008	BRCA	CLR457	290.9	28.4	31	42.5	5.6
X-1008	BRCA	CLR457	279.5	27.3	34	36.9	1.5
X-1008	BRCA	CLR457	309.4	27.7	38	51.5	3
X-1008	BRCA	CLR457	317.1	27.1	42	55.3	0.7
X-1008	BRCA	CLR457	338.8	29.2	45	65.9	8.6
X-1008	BRCA	CLR457	372.8	27.8	49	82.6	3.3
X-1008	BRCA	CLR457	382.1	27.8	59	87.1	3.3
X-1008	BRCA	CLR457	419.7	28.1	63	105.5	4.5
X-1008	BRCA	CLR457	424	27.9	66	107.6	3.7
X-1008	BRCA	CLR457	513.8	27.7	70	151.6	3
X-1008	BRCA	CLR457	480.9	28.9	73	135.5	7.4
X-1008	BRCA	CLR457	558.5	28.4	77	173.5	5.6
X-1008	BRCA	CLR457	571.4	27.7	80	179.8	3
X-1008	BRCA	CLR457	585.3	28.6	83	186.6	6.3
X-1008	BRCA	CLR457	605.2	28.8	87	196.4	7.1
X-1008	BRCA	CLR457	641.5	28.4	90	214.2	5.6
X-1008	BRCA	CLR457	649	29.7	94	217.8	10.4
X-1008	BRCA	HDM201	289.6	29.6	0	0	0
X-1008	BRCA	HDM201	399.9	29.3	3	38.1	-1
X-1008	BRCA	HDM201	548.1	28.4	7	89.3	-4.1
X-1008	BRCA	HDM201	585	29.1	10	102	-1.7
X-1008	BRCA	HDM201	769.4	30.3	17	165.7	2.4
X-1008	BRCA	HDM201	870.2	30	20	200.5	1.4
X-1008	BRCA	HDM201	1369.5	29.9	25	372.9	1
X-1008	BRCA	INC424	245.6	27.4	0	0	0
X-1008	BRCA	INC424	235.9	27.2	4	-3.9	-0.7
X-1008	BRCA	INC424	281	28.1	7	14.4	2.6
X-1008	BRCA	INC424	279.9	27.4	11	14	0
X-1008	BRCA	INC424	326.4	27.3	14	32.9	-0.4
X-1008	BRCA	INC424	367.1	27.2	18	49.5	-0.7
X-1008	BRCA	INC424	384.4	27.9	21	56.5	1.8
X-1008	BRCA	INC424	381.9	27.5	25	55.5	0.4
X-1008	BRCA	INC424	430.7	28.7	28	75.4	4.7
X-1008	BRCA	INC424	465	28.1	31	89.3	2.6
X-1008	BRCA	INC424	542.1	28.2	35	120.7	2.9
X-1008	BRCA	INC424	575.6	28.2	39	134.4	2.9
X-1008	BRCA	INC424	561	28.9	42	128.4	5.5
X-1008	BRCA	INC424	660.2	28.6	46	168.8	4.4
X-1008	BRCA	INC424	908.5	28.8	56	269.9	5.1
X-1008	BRCA	INC424	971.9	28.5	60	295.7	4
X-1008	BRCA	INC424	1048	28.7	63	326.7	4.7
X-1008	BRCA	LEE011 + everolimus	221.6	23.5	0	0	0
X-1008	BRCA	LEE011 + everolimus	193.8	22.4	4	-12.5	-4.7
X-1008	BRCA	LEE011 + everolimus	187.8	23.7	7	-15.3	0.9
X-1008	BRCA	LEE011 + everolimus	185.3	23.3	11	-16.4	-0.9
X-1008	BRCA	LEE011 + everolimus	176.3	22.5	14	-20.4	-4.3
X-1008	BRCA	LEE011 + everolimus	178.4	22.5	18	-19.5	-4.3
X-1008	BRCA	LEE011 + everolimus	178.8	23.9	21	-19.3	1.7
X-1008	BRCA	LEE011 + everolimus	187.5	22.7	24	-15.4	-3.4
X-1008	BRCA	LEE011 + everolimus	186	24.1	28	-16.1	2.6
X-1008	BRCA	LEE011 + everolimus	191.9	23.8	32	-13.4	1.3
X-1008	BRCA	LEE011 + everolimus	201.9	23.6	35	-8.9	0.4
X-1008	BRCA	LEE011 + everolimus	203.4	23.8	39	-8.2	1.3
X-1008	BRCA	LEE011 + everolimus	161.6	22.9	49	-27.1	-2.6
X-1008	BRCA	LEE011 + everolimus	156	22.8	53	-29.6	-3
X-1008	BRCA	LEE011 + everolimus	167.1	24	56	-24.6	2.1
X-1008	BRCA	LEE011 + everolimus	200.6	23.1	60	-9.5	-1.7
X-1008	BRCA	LEE011 + everolimus	187.6	23.4	63	-15.3	-0.4
X-1008	BRCA	LEE011 + everolimus	235.8	23.4	67	6.4	-0.4
X-1008	BRCA	LEE011 + everolimus	236.1	23.8	70	6.5	1.3
X-1008	BRCA	LEE011 + everolimus	235.7	23.8	73	6.4	1.3
X-1008	BRCA	LEE011 + everolimus	239.4	24	77	8	2.1
X-1008	BRCA	LEE011 + everolimus	238.4	24.2	80	7.6	3
X-1008	BRCA	LEE011 + everolimus	245.8	23.4	84	10.9	-0.4
X-1008	BRCA	LEE011 + everolimus	247	23.6	87	11.5	0.4
X-1008	BRCA	LEE011 + everolimus	264.4	23.1	91	19.3	-1.7
X-1008	BRCA	LEE011 + everolimus	254.2	23	95	14.7	-2.1
X-1008	BRCA	LEE011 + everolimus	209.2	23.6	98	-5.6	0.4
X-1008	BRCA	LEE011	231.4	26.4	0	0	0
X-1008	BRCA	LEE011	230.6	27.6	4	-0.3	4.5
X-1008	BRCA	LEE011	183.6	26.7	7	-20.7	1.1
X-1008	BRCA	LEE011	223.8	27.7	11	-3.3	4.9
X-1008	BRCA	LEE011	221.8	28.1	14	-4.1	6.4
X-1008	BRCA	LEE011	282.5	29.6	18	22.1	12.1
X-1008	BRCA	LEE011	259.2	28.3	21	12	7.2
X-1008	BRCA	LEE011	315.8	27.7	25	36.5	4.9
X-1008	BRCA	LEE011	344.3	27.7	28	48.8	4.9
X-1008	BRCA	LEE011	344	28.6	32	48.7	8.3
X-1008	BRCA	LEE011	368.4	29.3	35	59.2	11
X-1008	BRCA	LEE011	361.5	28.2	39	56.2	6.8
X-1008	BRCA	LEE011	375.6	29.3	42	62.3	11
X-1008	BRCA	LEE011	500.5	29.1	45	116.3	10.2
X-1008	BRCA	LEE011	522.5	30.2	49	125.8	14.4
X-1008	BRCA	LEE011	526	30.1	53	127.3	14
X-1008	BRCA	LEE011	513.7	29.5	56	122	11.7
X-1008	BRCA	LEE011	505.9	29.9	60	118.6	13.3
X-1008	BRCA	LEE011	818.4	30.3	70	253.7	14.8
X-1008	BRCA	LEE011	858.2	30.3	74	270.9	14.8
X-1008	BRCA	LEE011	905.7	31.5	77	291.4	19.3
X-1008	BRCA	LFA102	227.5	27.4	0	0	0
X-1008	BRCA	LFA102	324.7	27.6	6	42.7	0.7
X-1008	BRCA	LFA102	379.8	27.1	9	66.9	-1.1
X-1008	BRCA	LFA102	473.3	27.8	14	108	1.5
X-1008	BRCA	LFA102	541.8	27.6	17	138.2	0.7
X-1008	BRCA	LFA102	673	27.7	20	195.8	1.1
X-1008	BRCA	LFA102	744	28.2	24	227	2.9
X-1008	BRCA	LFA102	790	29	27	247.3	5.8
X-1008	BRCA	LFA102	797.6	29.3	31	250.6	6.9
X-1008	BRCA	LFA102	959.7	29.1	34	321.8	6.2
X-1008	BRCA	LFA102	1051.4	29	38	362.2	5.8
X-1008	BRCA	LFA102	1019.5	29.8	41	348.1	8.8
X-1008	BRCA	LFA102	1191.3	29.2	45	423.6	6.6
X-1008	BRCA	LFA102	1204.1	29.7	48	429.3	8.4
X-1008	BRCA	LJM716	251.8	29.9	0	0	0
X-1008	BRCA	LJM716	189.9	29.2	4	-24.6	-2.3
X-1008	BRCA	LJM716	179	30.4	7	-28.9	1.7
X-1008	BRCA	LJM716	205.8	30.4	11	-18.3	1.7
X-1008	BRCA	LJM716	230.4	30.7	14	-8.5	2.7
X-1008	BRCA	LJM716	234.9	31.1	18	-6.7	4
X-1008	BRCA	LJM716	238.3	30.9	21	-5.4	3.3
X-1008	BRCA	LJM716	235.8	31.3	24	-6.4	4.7
X-1008	BRCA	LJM716	255.7	30.7	28	1.5	2.7
X-1008	BRCA	LJM716	325.6	31.4	32	29.3	5
X-1008	BRCA	LJM716	313.2	31.6	35	24.4	5.7
X-1008	BRCA	LJM716	384.5	31.6	39	52.7	5.7
X-1008	BRCA	LJM716	381.3	32.5	49	51.4	8.7
X-1008	BRCA	LJM716	424.5	32.2	53	68.6	7.7
X-1008	BRCA	LJM716	441.5	31.8	56	75.3	6.4
X-1008	BRCA	LJM716	505.5	30.7	60	100.8	2.7
X-1008	BRCA	LJM716	488.2	31.7	63	93.9	6
X-1008	BRCA	LJM716	491.7	30.5	67	95.3	2
X-1008	BRCA	LJM716	501	30.7	70	99	2.7
X-1008	BRCA	LJM716	499.8	30.9	73	98.5	3.3
X-1008	BRCA	LJM716	511.3	30.7	77	103.1	2.7
X-1008	BRCA	LJM716	526.2	31.1	80	109	4
X-1008	BRCA	LJM716	556.8	32.8	84	121.1	9.7
X-1008	BRCA	LJM716 + trastuzumab	238	31.4	0	0	0
X-1008	BRCA	LJM716 + trastuzumab	234.2	29.1	2	-1.6	-7.3
X-1008	BRCA	LJM716 + trastuzumab	246.1	28.5	7	3.4	-9.2
X-1008	BRCA	LJM716 + trastuzumab	210.2	27.7	10	-11.7	-11.8
X-1008	BRCA	LJM716 + trastuzumab	221.8	30.2	13	-6.8	-3.8
X-1008	BRCA	LJM716 + trastuzumab	151.7	29.6	17	-36.3	-5.7
X-1008	BRCA	LJM716 + trastuzumab	140.6	29.2	20	-40.9	-7
X-1008	BRCA	LJM716 + trastuzumab	106.1	30.2	24	-55.4	-3.8
X-1008	BRCA	LJM716 + trastuzumab	81.9	30.1	27	-65.6	-4.1
X-1008	BRCA	LJM716 + trastuzumab	87.1	29.4	31	-63.4	-6.4
X-1008	BRCA	LJM716 + trastuzumab	58	30.2	34	-75.6	-3.8
X-1008	BRCA	LJM716 + trastuzumab	64.7	30.4	38	-72.8	-3.2
X-1008	BRCA	LJM716 + trastuzumab	52.2	29.5	41	-78.1	-6.1
X-1008	BRCA	LJM716 + trastuzumab	50.1	31.5	45	-78.9	0.3
X-1008	BRCA	LJM716 + trastuzumab	59.6	30.8	48	-75	-1.9
X-1008	BRCA	LJM716 + trastuzumab	71.5	30.6	52	-70	-2.5
X-1008	BRCA	LJM716 + trastuzumab	88.3	30.5	55	-62.9	-2.9
X-1008	BRCA	LJM716 + trastuzumab	93.7	29	58	-60.6	-7.6
X-1008	BRCA	LJM716 + trastuzumab	122.1	30.1	62	-48.7	-4.1
X-1008	BRCA	LJM716 + trastuzumab	199.2	30.3	66	-16.3	-3.5
X-1008	BRCA	LJM716 + trastuzumab	174.7	30.4	69	-26.6	-3.2
X-1008	BRCA	LJM716 + trastuzumab	220.9	30.4	73	-7.2	-3.2
X-1008	BRCA	LJM716 + trastuzumab	345.9	31.1	83	45.3	-1
X-1008	BRCA	LJM716 + trastuzumab	389	30.3	87	63.4	-3.5
X-1008	BRCA	LJM716 + trastuzumab	380.1	30.7	90	59.7	-2.2
X-1008	BRCA	LJM716 + trastuzumab	408.2	30.3	94	71.5	-3.5
X-1008	BRCA	LJM716 + trastuzumab	518.3	31.1	97	117.8	-1
X-1008	BRCA	LJM716 + trastuzumab	568.2	30.9	101	138.7	-1.6
X-1008	BRCA	LJM716 + trastuzumab	580.6	30.9	104	143.9	-1.6
X-1008	BRCA	LJM716 + trastuzumab	583.1	30.8	107	145	-1.9
X-1008	BRCA	LJM716 + trastuzumab	594.6	30.8	111	149.8	-1.9
X-1008	BRCA	LJM716 + trastuzumab	619	31.3	114	160.1	-0.3
X-1008	BRCA	LJM716 + trastuzumab	733.7	32.3	118	208.3	2.9
X-1008	BRCA	LJM716 + trastuzumab	794.7	31.4	121	233.9	0
X-1008	BRCA	LJM716 + trastuzumab	968.9	31.7	125	307.1	1
X-1008	BRCA	LKA136	211.8	26.5	0	0	0
X-1008	BRCA	LKA136	278	26.2	4	31.3	-1.1
X-1008	BRCA	LKA136	310	26.5	7	46.4	0
X-1008	BRCA	LKA136	402.5	27	11	90	1.9
X-1008	BRCA	LKA136	390.6	27.2	14	84.4	2.6
X-1008	BRCA	LKA136	449.9	27.1	18	112.4	2.3
X-1008	BRCA	LKA136	499.2	27.7	21	135.7	4.5
X-1008	BRCA	LKA136	622.5	27.3	25	193.9	3
X-1008	BRCA	LKA136	608.2	27.3	28	187.2	3
X-1008	BRCA	LKA136	812.4	28.2	31	283.6	6.4
X-1008	BRCA	LKA136	856.1	28	35	304.2	5.7
X-1008	BRCA	LKA136	878.4	28.1	39	314.7	6
X-1008	BRCA	LKA136	900.9	29.1	42	325.4	9.8
X-1008	BRCA	LLM871	335.5	25.3	0	0	0
X-1008	BRCA	LLM871	551.6	24.9	6	64.4	-1.6
X-1008	BRCA	LLM871	644	25.5	9	92	0.8
X-1008	BRCA	LLM871	799.2	25.9	14	138.2	2.4
X-1008	BRCA	LLM871	785.7	25.8	17	134.2	2
X-1008	BRCA	LLM871	979.8	27.7	20	192	9.5
X-1008	BRCA	LLM871	1101.7	27.5	24	228.4	8.7
X-1008	BRCA	LLM871	1159.5	27.3	27	245.6	7.9
X-1008	BRCA	binimetinib	216.6	24.8	0	0	0
X-1008	BRCA	binimetinib	242.9	25.8	4	12.1	4
X-1008	BRCA	binimetinib	260.3	25.8	7	20.2	4
X-1008	BRCA	binimetinib	307.2	25	11	41.8	0.8
X-1008	BRCA	binimetinib	245.5	23.6	14	13.3	-4.8
X-1008	BRCA	binimetinib	300.2	23	18	38.6	-7.3
X-1008	BRCA	binimetinib	310	23.8	21	43.1	-4
X-1008	BRCA	binimetinib	364.3	26.1	25	68.2	5.2
X-1008	BRCA	binimetinib	402.3	26	28	85.7	4.8
X-1008	BRCA	binimetinib	492.7	25.3	31	127.5	2
X-1008	BRCA	binimetinib	498.7	25.1	35	130.2	1.2
X-1008	BRCA	binimetinib	513.6	24.6	39	137.1	-0.8
X-1008	BRCA	binimetinib	495.8	24.4	42	128.9	-1.6
X-1008	BRCA	binimetinib	443.6	23.4	46	104.8	-5.6
X-1008	BRCA	binimetinib	390.5	20.2	56	80.3	-18.5
X-1008	BRCA	binimetinib	526.8	25.4	60	143.2	2.4
X-1008	BRCA	binimetinib	489.5	25.4	63	126	2.4
X-1008	BRCA	binimetinib	543.6	25.2	67	151	1.6
X-1008	BRCA	binimetinib	629.6	23.6	70	190.7	-4.8
X-1008	BRCA	binimetinib	683	22.2	74	215.3	-10.5
X-1008	BRCA	binimetinib	688.2	21.3	77	217.7	-14.1
X-1008	BRCA	binimetinib	707.9	21.6	80	226.8	-12.9
X-1008	BRCA	binimetinib	725.3	26.6	84	234.9	7.3
X-1008	BRCA	binimetinib	740.8	26.2	87	242	5.6
X-1008	BRCA	binimetinib	755.8	24.2	91	248.9	-2.4
X-1008	BRCA	binimetinib	792.5	24.1	94	265.9	-2.8
X-1008	BRCA	binimetinib	1023.4	22.4	98	372.5	-9.7
X-1008	BRCA	paclitaxel	202.5	26.9	0	0	0
X-1008	BRCA	paclitaxel	251.2	26.6	6	24	-1.1
X-1008	BRCA	paclitaxel	268.4	26.5	9	32.5	-1.5
X-1008	BRCA	paclitaxel	196.5	26.8	14	-3	-0.4
X-1008	BRCA	paclitaxel	154	26.5	17	-24	-1.5
X-1008	BRCA	paclitaxel	145.8	26.8	20	-28	-0.4
X-1008	BRCA	paclitaxel	106.3	27.3	24	-47.5	1.5
X-1008	BRCA	paclitaxel	83.5	27	27	-58.8	0.4
X-1008	BRCA	paclitaxel	90.6	27.6	31	-55.3	2.6
X-1008	BRCA	paclitaxel	89.2	28	34	-56	4.1
X-1008	BRCA	paclitaxel	95.3	26.8	38	-52.9	-0.4
X-1008	BRCA	paclitaxel	81.1	27.9	41	-60	3.7
X-1008	BRCA	paclitaxel	81.5	27	45	-59.8	0.4
X-1008	BRCA	paclitaxel	82.9	27.4	48	-59.1	1.9
X-1008	BRCA	paclitaxel	55.4	27.6	52	-72.6	2.6
X-1008	BRCA	paclitaxel	75.5	27.5	55	-62.7	2.2
X-1008	BRCA	paclitaxel	77.9	29	59	-61.5	7.8
X-1008	BRCA	paclitaxel	101.3	27.9	62	-50	3.7
X-1008	BRCA	paclitaxel	113.8	28.8	65	-43.8	7.1
X-1008	BRCA	paclitaxel	78.9	28.8	69	-61	7.1
X-1008	BRCA	paclitaxel	96.2	28.4	73	-52.5	5.6
X-1008	BRCA	paclitaxel	50.6	28.9	76	-75	7.4
X-1008	BRCA	paclitaxel	61.4	28.8	80	-69.7	7.1
X-1008	BRCA	paclitaxel	45.3	29.9	90	-77.6	11.2
X-1008	BRCA	tamoxifen	245.2	22.8	0	0	0
X-1008	BRCA	tamoxifen	314.4	23.6	3	28.2	3.5
X-1008	BRCA	tamoxifen	304.5	23.4	7	24.2	2.6
X-1008	BRCA	tamoxifen	342.8	23.3	10	39.8	2.2
X-1008	BRCA	tamoxifen	459.9	25.1	17	87.6	10.1
X-1008	BRCA	tamoxifen	598.4	24.4	20	144	7
X-1008	BRCA	tamoxifen	646.4	24.4	25	163.6	7
X-1008	BRCA	tamoxifen	775.5	25.1	28	216.3	10.1
X-1008	BRCA	tamoxifen	789.5	25.2	31	222	10.5
X-1008	BRCA	tamoxifen	902.8	25.8	35	268.2	13.2
X-1008	BRCA	tamoxifen	944.4	25.4	38	285.2	11.4
X-1008	BRCA	tamoxifen	958	25.5	42	290.7	11.8
X-1008	BRCA	tamoxifen	1241.2	26.3	45	406.2	15.4
X-1008	BRCA	trastuzumab	267.5	24.6	0	0	0
X-1008	BRCA	trastuzumab	350	25.5	6	30.8	3.7
X-1008	BRCA	trastuzumab	440.7	25.1	9	64.7	2
X-1008	BRCA	trastuzumab	484.6	25	14	81.2	1.6
X-1008	BRCA	trastuzumab	540	25.3	17	101.9	2.8
X-1008	BRCA	trastuzumab	625.5	25.8	20	133.8	4.9
X-1008	BRCA	trastuzumab	764.9	26.2	24	185.9	6.5
X-1008	BRCA	trastuzumab	779.3	25.7	27	191.3	4.5
X-1008	BRCA	trastuzumab	912.9	26.4	31	241.3	7.3
X-1008	BRCA	trastuzumab	971.1	26.6	34	263	8.1
X-1008	BRCA	trastuzumab	1078.6	26.9	38	303.2	9.3
X-1008	BRCA	trastuzumab	1194.4	27.7	41	346.5	12.6
X-1008	BRCA	untreated	255.6	27.2	0	0	0
X-1008	BRCA	untreated	289.4	27.6	4	13.2	1.5
X-1008	BRCA	untreated	331.5	27.5	7	29.7	1.1
X-1008	BRCA	untreated	350.3	28.6	11	37.1	5.1
X-1008	BRCA	untreated	449.3	28.8	14	75.8	5.9
X-1008	BRCA	untreated	463.9	28.4	18	81.5	4.4
X-1008	BRCA	untreated	516.5	28.2	21	102.1	3.7
X-1008	BRCA	untreated	568.9	28.4	25	122.6	4.4
X-1008	BRCA	untreated	581.9	28.7	28	127.7	5.5
X-1008	BRCA	untreated	664	28.7	32	159.8	5.5
X-1008	BRCA	untreated	721.6	28.4	35	182.3	4.4
X-1008	BRCA	untreated	877.1	29.4	39	243.2	8.1
X-1008	BRCA	untreated	1028.5	29.8	42	302.4	9.6
X-1008	BRCA	LFW527 + everolimus	233.38	26.2	0	0	0
X-1008	BRCA	LFW527 + everolimus	165.09	25.2	4	-29.3	-3.8
X-1008	BRCA	LFW527 + everolimus	178.59	25.9	7	-23.5	-1.1
X-1008	BRCA	LFW527 + everolimus	146.31	23.6	11	-37.3	-9.9
X-1008	BRCA	LFW527 + everolimus	145.06	24.4	14	-37.8	-6.9
X-1008	BRCA	LFW527 + everolimus	176.76	24.8	17	-24.3	-5.3
X-1008	BRCA	LFW527 + everolimus	148.74	25.1	21	-36.3	-4.2
X-1008	BRCA	LFW527 + everolimus	195.18	25.7	25	-16.4	-1.9
X-1008	BRCA	LFW527 + everolimus	180.13	25.2	28	-22.8	-3.8
X-1008	BRCA	LFW527 + everolimus	160.96	24.4	32	-31	-6.9
X-1008	BRCA	LFW527 + everolimus	164.45	21.2	35	-29.5	-19.1
X-1027	CRC	5FU	245	26	0	0	0
X-1027	CRC	5FU	318.8	23.9	2	30.1	-8.1
X-1027	CRC	5FU	553.5	24.1	6	125.9	-7.3
X-1027	CRC	5FU	1145.1	24.3	9	367.4	-6.5
X-1027	CRC	5FU	1219.4	22.4	13	397.7	-13.8
X-1027	CRC	5FU	1664.6	26.1	17	579.4	0.4
X-1027	CRC	5FU	1813.8	26.2	20	640.3	0.8
X-1027	CRC	BKM120	200.1	20.8	0	0	0
X-1027	CRC	BKM120	331.5	20.1	3	65.7	-3.4
X-1027	CRC	BKM120	316.4	19.5	7	58.1	-6.2
X-1027	CRC	BKM120	370.5	18.8	10	85.2	-9.6
X-1027	CRC	BKM120	442.4	18.2	14	121.1	-12.5
X-1027	CRC	BKM120	516.9	18.6	18	158.3	-10.6
X-1027	CRC	BKM120	514.7	20	21	157.2	-3.8
X-1027	CRC	BKM120	576.1	19.7	24	187.9	-5.3
X-1027	CRC	BKM120 + LJC049	300.2	23.5	0	0	0
X-1027	CRC	BKM120 + LJC049	796.6	22.7	7	165.4	-3.4
X-1027	CRC	BKM120 + LJC049	965.9	21.9	10	221.8	-6.8
X-1027	CRC	BKM120 + LJC049	1253	22.4	13	317.4	-4.7
X-1027	CRC	BKM120 + LJC049	1593.1	21.9	17	430.7	-6.8
X-1027	CRC	BYL719 + cetuximab + encorafenib	248.4	20.6	0	0	0
X-1027	CRC	BYL719 + cetuximab + encorafenib	324.9	20.1	3	30.8	-2.4
X-1027	CRC	BYL719 + cetuximab + encorafenib	371.4	18.9	6	49.5	-8.3
X-1027	CRC	BYL719 + cetuximab + encorafenib	406.6	19.6	9	63.7	-4.9
X-1027	CRC	BYL719 + cetuximab + encorafenib	745.7	21.4	13	200.2	3.9
X-1027	CRC	BYL719 + cetuximab + encorafenib	952.5	20.1	16	283.5	-2.4
X-1027	CRC	BYL719 + cetuximab + encorafenib	1100.1	20.4	20	342.9	-1
X-1027	CRC	BYL719 + cetuximab + encorafenib	1356.6	19.2	22	446.1	-6.8
X-1027	CRC	BYL719 + cetuximab	223.6	20.1	0	0	0
X-1027	CRC	BYL719 + cetuximab	250.3	18.7	3	11.9	-7
X-1027	CRC	BYL719 + cetuximab	255.4	20.1	6	14.2	0
X-1027	CRC	BYL719 + cetuximab	288	22.9	10	28.8	13.9
X-1027	CRC	BYL719 + cetuximab	321.6	21.8	13	43.8	8.5
X-1027	CRC	BYL719 + cetuximab	357.4	21	17	59.8	4.5
X-1027	CRC	BYL719 + cetuximab	415.2	22.4	19	85.7	11.4
X-1027	CRC	BYL719 + cetuximab	492.4	20.8	23	120.2	3.5
X-1027	CRC	BYL719 + cetuximab	498.3	20.7	27	122.9	3
X-1027	CRC	BYL719 + cetuximab	659.9	22.2	30	195.1	10.4
X-1027	CRC	BYL719 + cetuximab	669.7	21.4	31	199.5	6.5
X-1027	CRC	BYL719	257.8	22.7	0	0	0
X-1027	CRC	BYL719	263.8	21.6	4	2.3	-4.8
X-1027	CRC	BYL719	279.6	21.1	7	8.5	-7
X-1027	CRC	BYL719	384.8	19.3	11	49.3	-15
X-1027	CRC	BYL719	503.8	18.6	14	95.4	-18.1
X-1027	CRC	BYL719	480.1	21.3	15	86.2	-6.2
X-1027	CRC	BYL719	703.6	20.7	18	172.9	-8.8
X-1027	CRC	BYL719	704.4	20	21	173.2	-11.9
X-1027	CRC	BYL719 + LJM716	204.2	20.6	0	0	0
X-1027	CRC	BYL719 + LJM716	191.7	18.8	4	-6.1	-8.7
X-1027	CRC	BYL719 + LJM716	193.9	19	7	-5	-7.8
X-1027	CRC	BYL719 + LJM716	201.9	18.1	11	-1.1	-12.1
X-1027	CRC	BYL719 + LJM716	288.9	18.4	15	41.5	-10.7
X-1027	CRC	BYL719 + LJM716	330.7	17.9	18	61.9	-13.1
X-1027	CRC	BYL719 + LJM716	338.2	17.4	21	65.6	-15.5
X-1027	CRC	BYL719 + binimetinib	301.4	21.7	0	0	0
X-1027	CRC	BYL719 + binimetinib	648.6	18	7	115.2	-17.1
X-1027	CRC	BYL719 + binimetinib	701.4	18.9	10	132.7	-12.9
X-1027	CRC	BYL719 + binimetinib	809.6	19.6	13	168.6	-9.7
X-1027	CRC	BYL719 + encorafenib	300.7	24.3	0	0	0
X-1027	CRC	BYL719 + encorafenib	738	22.4	7	145.4	-7.8
X-1027	CRC	BYL719 + encorafenib	1029.3	22.5	10	242.3	-7.4
X-1027	CRC	BYL719 + encorafenib	1232.6	22.4	13	309.9	-7.8
X-1027	CRC	BYL719 + encorafenib	1426.7	22	17	374.5	-9.5
X-1027	CRC	CGM097	302.8	23.6	0	0	0
X-1027	CRC	CGM097	576.3	22	3	90.3	-6.8
X-1027	CRC	CGM097	753.5	21.3	7	148.8	-9.7
X-1027	CRC	CGM097	1090.6	20.3	10	260.2	-14
